id,label
0,0.340213418006897
1,0.40764641761779785
2,0.4158095121383667
3,0.340213418006897
4,0.5065798163414001
5,0.3985486924648285
6,0.340213418006897
7,0.36846238374710083
8,0.49906131625175476
9,0.5278118252754211
10,0.44610869884490967
11,0.45199349522590637
12,0.4192142188549042
13,0.340213418006897
14,0.6150870323181152
15,0.3442661762237549
16,0.4793334901332855
17,0.6810407638549805
18,0.340213418006897
19,0.34899336099624634
20,0.4950181841850281
21,0.340213418006897
22,0.4737817943096161
23,0.48192206025123596
24,0.46175190806388855
25,0.3808826208114624
26,0.340213418006897
27,0.340213418006897
28,0.4463595449924469
29,0.37771013379096985
30,0.340213418006897
31,0.340213418006897
32,0.4418925642967224
33,0.340213418006897
34,0.5043652057647705
35,0.3430037200450897
36,0.4234054684638977
37,0.340213418006897
38,0.340213418006897
39,0.340213418006897
40,0.5532017946243286
41,0.340213418006897
42,0.4860488176345825
43,0.35800841450691223
44,0.40538591146469116
45,0.5574655532836914
46,0.47950461506843567
47,0.340213418006897
48,0.4076769948005676
49,0.7331655025482178
50,0.340213418006897
51,0.347242534160614
52,0.3686866760253906
53,0.501812756061554
54,0.340213418006897
55,0.38261833786964417
56,0.3731362819671631
57,0.46847647428512573
58,0.340213418006897
59,0.8994613885879517
60,0.42047321796417236
61,0.5126541256904602
62,0.4573253393173218
63,0.340213418006897
64,0.6848582625389099
65,0.36555996537208557
66,0.3972534239292145
67,0.6852450966835022
68,0.7537497282028198
69,0.38200727105140686
70,0.3693733215332031
71,0.6648196578025818
72,0.40339040756225586
73,0.486642062664032
74,0.40181905031204224
75,0.340213418006897
76,0.44179025292396545
77,0.4354487359523773
78,0.44085827469825745
79,0.8035476803779602
80,0.37497997283935547
81,0.639614999294281
82,0.368862122297287
83,0.4396824240684509
84,0.4328674376010895
85,0.421701580286026
86,0.4946374297142029
87,0.39017316699028015
88,0.5635698437690735
89,0.340213418006897
90,0.340213418006897
91,0.4137045443058014
92,0.6317811608314514
93,0.340213418006897
94,0.340213418006897
95,0.37548157572746277
96,0.34156692028045654
97,0.340213418006897
98,0.340213418006897
99,0.5273452997207642
100,0.340213418006897
101,0.5327414870262146
102,0.4059133231639862
103,0.340213418006897
104,0.4855847656726837
105,0.3786982595920563
106,0.7600179314613342
107,0.4564068019390106
108,0.5391225814819336
109,0.40042513608932495
110,0.4899117052555084
111,0.7402666807174683
112,0.3900398910045624
113,0.37169787287712097
114,0.5402241349220276
115,0.425376296043396
116,0.6374666094779968
117,0.5361526608467102
118,0.8523285388946533
119,0.409427672624588
120,0.3853064477443695
121,0.340213418006897
122,0.5201016664505005
123,0.44562557339668274
124,0.5182187557220459
125,0.4751697778701782
126,0.699059247970581
127,0.5866298079490662
128,0.6874187588691711
129,0.5129960775375366
130,0.340213418006897
131,0.6058633923530579
132,0.4623648226261139
133,0.5806947946548462
134,0.49246931076049805
135,0.6225372552871704
136,0.9704919457435608
137,0.7492197155952454
138,0.3758038580417633
139,0.7645386457443237
140,0.46071508526802063
141,0.5415446758270264
142,0.9599156975746155
143,0.5701936483383179
144,0.3543345630168915
145,0.5357106328010559
146,0.45014652609825134
147,0.340213418006897
148,0.47922825813293457
149,0.340213418006897
150,0.8788653612136841
151,0.796349287033081
152,0.340213418006897
153,0.34188228845596313
154,0.5732795596122742
155,0.3428788185119629
156,0.340213418006897
157,0.8874524831771851
158,0.5633779764175415
159,0.8865413069725037
160,0.4322406053543091
161,0.5287327170372009
162,0.6414288878440857
163,0.5548291206359863
164,0.7428472638130188
165,0.8353089094161987
166,0.5854329466819763
167,0.340213418006897
168,0.7137829065322876
169,0.48206087946891785
170,0.7618817687034607
171,0.3681170642375946
172,0.5337784886360168
173,0.5848502516746521
174,0.6029363870620728
175,0.6744613647460938
176,0.6341299414634705
177,0.5039706230163574
178,0.4844198524951935
179,0.867664098739624
180,0.7952887415885925
181,0.5282723903656006
182,0.678946852684021
183,0.6879644393920898
184,0.3867397904396057
185,0.340213418006897
186,0.530371367931366
187,0.6746771931648254
188,0.340213418006897
189,0.5263602137565613
190,0.5984748005867004
191,0.6861213445663452
192,0.3877129554748535
193,0.340213418006897
194,0.35442787408828735
195,0.786532998085022
196,0.3861413300037384
197,0.43688324093818665
198,0.5110327005386353
199,0.5914391875267029
200,0.5274027585983276
201,0.7029891014099121
